Center,Left,Right,Steering,Throttle,Brake,Speed
F:\Car_data\IMG\center_2020_02_10_23_27_13_887.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_13_887.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_13_887.jpg,0,1,0,30.19014
F:\Car_data\IMG\center_2020_02_10_23_27_13_962.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_13_962.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_13_962.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_27_14_033.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_033.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_033.jpg,-0.15,1,0,30.18498
F:\Car_data\IMG\center_2020_02_10_23_27_14_103.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_103.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_103.jpg,-0.3,1,0,30.17007
F:\Car_data\IMG\center_2020_02_10_23_27_14_173.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_173.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_173.jpg,-0.5000001,1,0,30.14595
F:\Car_data\IMG\center_2020_02_10_23_27_14_243.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_243.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_243.jpg,0,1,0,30.18551
F:\Car_data\IMG\center_2020_02_10_23_27_14_310.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_310.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_310.jpg,0,1,0,30.18983
F:\Car_data\IMG\center_2020_02_10_23_27_14_384.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_384.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_384.jpg,0,1,0,30.19003
F:\Car_data\IMG\center_2020_02_10_23_27_14_459.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_459.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_459.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_14_526.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_526.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_526.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_14_604.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_604.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_604.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_14_678.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_678.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_678.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_14_748.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_748.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_748.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_10_23_27_14_819.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_819.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_819.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_27_14_892.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_892.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_892.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_27_14_965.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_14_965.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_14_965.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_15_033.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_033.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_033.jpg,0,1,0,30.19026
F:\Car_data\IMG\center_2020_02_10_23_27_15_105.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_105.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_105.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_15_175.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_175.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_175.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_15_249.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_249.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_249.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_27_15_320.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_320.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_320.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_15_390.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_390.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_390.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_15_462.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_462.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_462.jpg,-0.15,1,0,30.18409
F:\Car_data\IMG\center_2020_02_10_23_27_15_532.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_532.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_532.jpg,-0.35,1,0,30.16348
F:\Car_data\IMG\center_2020_02_10_23_27_15_602.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_602.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_602.jpg,0,1,0,30.18902
F:\Car_data\IMG\center_2020_02_10_23_27_15_671.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_671.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_671.jpg,0,1,0,30.18962
F:\Car_data\IMG\center_2020_02_10_23_27_15_743.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_743.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_743.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_27_15_809.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_809.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_809.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_15_882.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_882.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_882.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_15_950.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_15_950.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_15_950.jpg,-0.1,1,0,30.18804
F:\Car_data\IMG\center_2020_02_10_23_27_16_017.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_017.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_017.jpg,-0.25,1,0,30.17527
F:\Car_data\IMG\center_2020_02_10_23_27_16_089.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_089.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_089.jpg,-0.4,1,0,30.15854
F:\Car_data\IMG\center_2020_02_10_23_27_16_163.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_163.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_163.jpg,0,1,0,30.18661
F:\Car_data\IMG\center_2020_02_10_23_27_16_235.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_235.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_235.jpg,0,1,0,30.18963
F:\Car_data\IMG\center_2020_02_10_23_27_16_304.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_304.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_304.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_16_378.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_378.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_378.jpg,0,1,0,30.19024
F:\Car_data\IMG\center_2020_02_10_23_27_16_452.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_452.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_452.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_16_520.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_520.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_520.jpg,-0.1,1,0,30.18803
F:\Car_data\IMG\center_2020_02_10_23_27_16_593.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_593.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_593.jpg,-0.3,1,0,30.16972
F:\Car_data\IMG\center_2020_02_10_23_27_16_662.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_662.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_662.jpg,-0.45,1,0,30.15176
F:\Car_data\IMG\center_2020_02_10_23_27_16_732.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_732.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_732.jpg,0,1,0,30.18554
F:\Car_data\IMG\center_2020_02_10_23_27_16_798.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_798.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_798.jpg,0,1,0,30.18901
F:\Car_data\IMG\center_2020_02_10_23_27_16_868.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_868.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_868.jpg,0,1,0,30.19006
F:\Car_data\IMG\center_2020_02_10_23_27_16_936.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_16_936.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_16_936.jpg,0,1,0,30.19019
F:\Car_data\IMG\center_2020_02_10_23_27_17_007.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_007.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_007.jpg,0,1,0,30.19025
F:\Car_data\IMG\center_2020_02_10_23_27_17_081.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_081.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_081.jpg,0,1,0,30.1906
F:\Car_data\IMG\center_2020_02_10_23_27_17_150.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_150.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_150.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_17_223.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_223.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_223.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_17_295.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_295.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_295.jpg,-0.05,1,0,30.1897
F:\Car_data\IMG\center_2020_02_10_23_27_17_367.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_367.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_367.jpg,-0.2,1,0,30.17985
F:\Car_data\IMG\center_2020_02_10_23_27_17_436.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_436.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_436.jpg,-0.4,1,0,30.15747
F:\Car_data\IMG\center_2020_02_10_23_27_17_507.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_507.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_507.jpg,-0.5500001,1,0,30.13918
F:\Car_data\IMG\center_2020_02_10_23_27_17_576.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_576.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_576.jpg,0,1,0,30.18654
F:\Car_data\IMG\center_2020_02_10_23_27_17_650.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_650.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_650.jpg,0,1,0,30.18958
F:\Car_data\IMG\center_2020_02_10_23_27_17_719.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_719.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_719.jpg,0,1,0,30.1901
F:\Car_data\IMG\center_2020_02_10_23_27_17_787.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_787.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_787.jpg,0,1,0,30.19022
F:\Car_data\IMG\center_2020_02_10_23_27_17_856.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_856.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_856.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_17_930.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_930.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_930.jpg,-0.15,1,0,30.18488
F:\Car_data\IMG\center_2020_02_10_23_27_17_997.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_17_997.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_17_997.jpg,-0.35,1,0,30.16409
F:\Car_data\IMG\center_2020_02_10_23_27_18_067.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_067.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_067.jpg,0,1,0,30.18905
F:\Car_data\IMG\center_2020_02_10_23_27_18_135.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_135.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_135.jpg,0,1,0,30.1897
F:\Car_data\IMG\center_2020_02_10_23_27_18_203.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_203.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_203.jpg,0,1,0,30.1901
F:\Car_data\IMG\center_2020_02_10_23_27_18_273.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_273.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_273.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_18_346.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_346.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_346.jpg,0,1,0,30.19016
F:\Car_data\IMG\center_2020_02_10_23_27_18_414.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_414.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_414.jpg,-0.1,1,0,30.18797
F:\Car_data\IMG\center_2020_02_10_23_27_18_483.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_483.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_483.jpg,-0.25,1,0,30.17525
F:\Car_data\IMG\center_2020_02_10_23_27_18_557.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_557.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_557.jpg,-0.45,1,0,30.15172
F:\Car_data\IMG\center_2020_02_10_23_27_18_623.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_623.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_623.jpg,0,1,0,30.18662
F:\Car_data\IMG\center_2020_02_10_23_27_18_692.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_692.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_692.jpg,0,1,0,30.18972
F:\Car_data\IMG\center_2020_02_10_23_27_18_760.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_760.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_760.jpg,0,1,0,30.19014
F:\Car_data\IMG\center_2020_02_10_23_27_18_833.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_833.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_833.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_18_900.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_900.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_900.jpg,-0.15,1,0,30.18527
F:\Car_data\IMG\center_2020_02_10_23_27_18_973.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_18_973.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_18_973.jpg,-0.35,1,0,30.16432
F:\Car_data\IMG\center_2020_02_10_23_27_19_046.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_046.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_046.jpg,-0.5000001,1,0,30.14614
F:\Car_data\IMG\center_2020_02_10_23_27_19_115.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_115.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_115.jpg,-0.7,1,0,30.1214
F:\Car_data\IMG\center_2020_02_10_23_27_19_189.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_189.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_189.jpg,0,1,0,30.17477
F:\Car_data\IMG\center_2020_02_10_23_27_19_256.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_256.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_256.jpg,0,1,0,30.18629
F:\Car_data\IMG\center_2020_02_10_23_27_19_327.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_327.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_327.jpg,0,1,0,30.1892
F:\Car_data\IMG\center_2020_02_10_23_27_19_395.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_395.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_395.jpg,0,1,0,30.19013
F:\Car_data\IMG\center_2020_02_10_23_27_19_464.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_464.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_464.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_19_533.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_533.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_533.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_19_600.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_600.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_600.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_10_23_27_19_670.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_670.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_670.jpg,0,1,0,30.1897
F:\Car_data\IMG\center_2020_02_10_23_27_19_741.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_741.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_741.jpg,0,1,0,30.19033
F:\Car_data\IMG\center_2020_02_10_23_27_19_815.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_815.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_815.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_27_19_888.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_888.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_888.jpg,0,1,0,30.19005
F:\Car_data\IMG\center_2020_02_10_23_27_19_958.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_19_958.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_19_958.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_27_20_031.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_031.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_031.jpg,-0.1,1,0,30.18767
F:\Car_data\IMG\center_2020_02_10_23_27_20_100.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_100.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_100.jpg,-0.25,1,0,30.17463
F:\Car_data\IMG\center_2020_02_10_23_27_20_173.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_173.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_173.jpg,0,1,0,30.19011
F:\Car_data\IMG\center_2020_02_10_23_27_20_244.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_244.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_244.jpg,0,1,0,30.1896
F:\Car_data\IMG\center_2020_02_10_23_27_20_316.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_316.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_316.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_20_387.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_387.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_387.jpg,-0.1,1,0,30.18872
F:\Car_data\IMG\center_2020_02_10_23_27_20_459.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_459.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_459.jpg,-0.3,1,0,30.1709
F:\Car_data\IMG\center_2020_02_10_23_27_20_535.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_535.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_535.jpg,-0.5000001,1,0,30.14661
F:\Car_data\IMG\center_2020_02_10_23_27_20_603.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_603.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_603.jpg,0,1,0,30.18316
F:\Car_data\IMG\center_2020_02_10_23_27_20_672.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_672.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_672.jpg,0,1,0,30.1886
F:\Car_data\IMG\center_2020_02_10_23_27_20_739.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_739.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_739.jpg,0,1,0,30.18982
F:\Car_data\IMG\center_2020_02_10_23_27_20_810.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_810.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_810.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_20_884.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_884.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_884.jpg,0,1,0,30.19032
F:\Car_data\IMG\center_2020_02_10_23_27_20_955.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_20_955.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_20_955.jpg,0,1,0,30.19034
F:\Car_data\IMG\center_2020_02_10_23_27_21_028.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_028.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_028.jpg,-0.05,1,0,30.18937
F:\Car_data\IMG\center_2020_02_10_23_27_21_099.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_099.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_099.jpg,-0.25,1,0,30.17507
F:\Car_data\IMG\center_2020_02_10_23_27_21_169.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_169.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_169.jpg,0,1,0,30.18939
F:\Car_data\IMG\center_2020_02_10_23_27_21_236.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_236.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_236.jpg,0,1,0,30.19002
F:\Car_data\IMG\center_2020_02_10_23_27_21_305.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_305.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_305.jpg,-0.05,1,0,30.18999
F:\Car_data\IMG\center_2020_02_10_23_27_21_377.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_377.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_377.jpg,-0.25,1,0,30.1759
F:\Car_data\IMG\center_2020_02_10_23_27_21_450.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_450.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_450.jpg,0,1,0,30.18888
F:\Car_data\IMG\center_2020_02_10_23_27_21_524.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_524.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_524.jpg,0,1,0,30.19005
F:\Car_data\IMG\center_2020_02_10_23_27_21_592.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_592.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_592.jpg,-0.15,1,0,30.18607
F:\Car_data\IMG\center_2020_02_10_23_27_21_658.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_658.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_658.jpg,-0.3,1,0,30.17139
F:\Car_data\IMG\center_2020_02_10_23_27_21_725.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_725.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_725.jpg,0,1,0,30.18874
F:\Car_data\IMG\center_2020_02_10_23_27_21_796.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_796.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_796.jpg,-0.1,1,0,30.18953
F:\Car_data\IMG\center_2020_02_10_23_27_21_866.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_866.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_866.jpg,-0.25,1,0,30.1779
F:\Car_data\IMG\center_2020_02_10_23_27_21_936.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_21_936.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_21_936.jpg,0,1,0,30.18996
F:\Car_data\IMG\center_2020_02_10_23_27_22_004.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_004.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_004.jpg,0,1,0,30.19018
F:\Car_data\IMG\center_2020_02_10_23_27_22_072.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_072.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_072.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_10_23_27_22_142.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_142.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_142.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_10_23_27_22_214.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_214.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_214.jpg,-0.05,1,0,30.18977
F:\Car_data\IMG\center_2020_02_10_23_27_22_288.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_288.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_288.jpg,-0.2,1,0,30.18016
F:\Car_data\IMG\center_2020_02_10_23_27_22_357.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_357.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_357.jpg,0,1,0,30.1832
F:\Car_data\IMG\center_2020_02_10_23_27_22_425.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_425.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_425.jpg,0,1,0,30.18963
F:\Car_data\IMG\center_2020_02_10_23_27_22_497.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_497.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_497.jpg,-0.15,1,0,30.18718
F:\Car_data\IMG\center_2020_02_10_23_27_22_565.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_565.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_565.jpg,-0.3,1,0,30.17286
F:\Car_data\IMG\center_2020_02_10_23_27_22_638.jpg,F:\Car_data\IMG\left_2020_02_10_23_27_22_638.jpg,F:\Car_data\IMG\right_2020_02_10_23_27_22_638.jpg,0,1,0,30.18939
